Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Mehfil,"Mall Road, Kanpur","North Indian, Chinese, Italian, Continental, Mughlai","₹1,000 for two",https://www.zomato.com/kanpur/mehfil-mall-road/info,Kanpur,"16/12, Opposite IG Banglow, Civil Lines, Kanpur, Mall Road, Kanpur",12noon – 11:30pm,"+916390306019,+919305154344",4.0,342,4.1,704
Little Chef,"Mall Road, Kanpur","North Indian, South Indian, Chinese, Fast Food, Ice Cream, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/kanpur/little-chef-mall-road/info,Kanpur,"15/198/A, Near Civil Court, Civil Lines, Mall Road, Kanpur",10am – 10pm,"+915123015333,+919336214000",4.3,529,4.1,"7,690"
Cafe Shuttle Serve - TSH,"Arya Nagar, Kanpur","Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, South Indian",₹600 for two,https://www.zomato.com/kanpur/cafe-shuttle-serve-tsh-arya-nagar/info,Kanpur,"The Sportz Hub, Palika Stadium, Arya Nagar, Kanpur",10am – 11:15pm,+916386661035,4.2,18,3.9,92
Bismillah Chicken Point,"Chamanganj, Kanpur","North Indian, Rolls, Biryani",₹350 for two,https://www.zomato.com/kanpur/bismillah-chicken-point-chamanganj/info,Kanpur,"105/655, Tukaniya Purwa, Chamanganj, Kanpur","12midnight – 6:30am, 12noon – 12midnight",+918299738225,3.6,12,3.9,67
Pizza Factory Store,"Barra, Kanpur","Pizza, Fast Food",₹400 for two,https://www.zomato.com/kanpur/pizza-factory-store-barra/info,Kanpur,"Plot 6, Barra 3, Barra, Kanpur",10am – 12midnight,+919936458768,3.8,71,4.0,13.4K
Lassi Shop,"Swaroop Nagar, Kanpur","Momos, Chinese, Shake, Ice Cream, Beverages",₹400 for two,https://www.zomato.com/kanpur/lassi-shop-1-swaroop-nagar/info,Kanpur,"112/8, Khalasi Line, Benajhabar Road, Swaroop Nagar, Kanpur",12:30pm – 11pm,+917275358018,4.6,39,4.2,973
Lajawab Samose,"Naubasta, Kanpur",Street Food,₹200 for two,https://www.zomato.com/kanpur/lajawab-samose-1-naubasta/info,Kanpur,"179/247, Sanjay Gandhi Nagar, Naubasta, Kanpur",9am – 9pm,+919616100173,3.5,11,4.0,19
Dessertino,"Z Square Mall, Mall Road, Kanpur","Pizza, Italian, Waffle, Ice Cream, Shake, Beverages",₹550 for two,https://www.zomato.com/kanpur/dessertino-mall-road/info,Kanpur,"16/113, Shop T-29, Third Floor, Z Square Mall, Zone 03, Bada Chauraha, Mall Road, Kanpur",12noon – 11pm,+918423131995,3.8,8,4.3,67
Little Chef,"Indira Nagar, Kanpur","North Indian, Chinese, Pizza, Panini, Fast Food, Ice Cream","₹1,000 for two",https://www.zomato.com/kanpur/little-chef-indira-nagar/info,Kanpur,"Plot 32, Visayakpur Bangar, Indira Nagar, Kanpur",Opens at 2pm,+917460066966,3.6,8,4.1,101
Offline Cafe,"Tilak Nagar, Kanpur","Cafe, North Indian, Fast Food, Shake, Desserts, Italian, Burger, Pizza",₹400 for two,https://www.zomato.com/kanpur/offline-cafe-tilak-nagar/info,Kanpur,"John Wallinger Ave, Allenganj, Tilak Nagar, Kanpur",24 Hours,"+917617071717,+917619071717",4.1,640,3.7,"2,854"
Select Walk,"Keshavpuram, Kanpur","North Indian, Continental, Chinese, Salad, Beverages, Shake",₹300 for two,https://www.zomato.com/kanpur/select-walk-keshavpuram/info,Kanpur,"J, 349, Kalyanpur, Keshavpuram, Kanpur",12noon – 12midnight,+919910646121,3.7,20,4.0,548
The Zaffran - Banquet & Restaurant,"Ashok Nagar, Kanpur","North Indian, Continental, Chinese, Fast Food, Desserts, Shake, Beverages","₹1,000 for two",https://www.zomato.com/kanpur/the-zaffran-banquet-restaurant-ashok-nagar/info,Kanpur,"Ratan Zone, Coca-Cola Crossing, Ashok Nagar, Kanpur",11:30am – 11pm,"+917800336688,+919161889922,+919161443443",3.8,387,3.9,"1,570"
Dominic's Pizza,"Ashok Nagar, Kanpur","Pizza, Fast Food, Beverages",₹400 for two,https://www.zomato.com/kanpur/dominics-pizza-ashok-nagar/info,Kanpur,"106/381 A, P Road, Gandhi Nagar, Ashok Nagar, Kanpur","12midnight – 2am, 10am – 12midnight","+919208508851,+917238993191",3.1,34,3.4,24.3K
