Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Haldiram Bhujiawala,"Anisabad, Patna","North Indian, South Indian, Chinese, Pizza, Fast Food, Street Food, Ice Cream, Shake",₹500 for two,https://www.zomato.com/patna/haldiram-bhujiawala-anisabad/info,Patna,"AT-A1, Ali Nagar, Aman Nursingh Home, Anisabad, Patna",9am – 10:15pm,+917544973333,-,1,3.9,"2,335"
Blue Mermaid Cafe And Kitchen,"Kankarbagh, Patna","Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Biryani, Desserts",₹500 for two,https://www.zomato.com/patna/blue-mermaid-cafe-and-kitchen-3-kankarbagh/info,Patna,"A/94, Housing Board Colony, Kankarbagh, Patna",10am – 10pm,+917004039577,4.0,63,3.6,925
The Coffee Courtyard,"Rajendra Nagar, Patna","Coffee, Shake, Beverages, Fast Food",₹400 for two,https://www.zomato.com/patna/the-coffee-courtyard-rajendra-nagar/info,Patna,"East Lohanipur, Rajendra Nagar, Patna",Opens at 12noon,+917992239544,3.9,4,4.5,109
Changu Mangu,"Sri Krishnapuri, Patna","North Indian, Mughlai, Chinese",₹300 for two,https://www.zomato.com/patna/changu-mangu-sri-krishnapuri/info,Patna,"Near Pantaloons, East Boring Canal Road, Sri Krishnapuri, Patna",Opens at 12:30pm,"+916207062026,+919334107501",4.0,114,4.1,"4,241"
Haldii Restaurant & Cafe,"Patliputra Colony, Patna","North Indian, Chinese, Biryani, Seafood, Kebab, Salad",₹600 for two,https://www.zomato.com/patna/haldii-restaurant-cafe-1-patliputra-colony/info,Patna,"2nd Floor, Snehi Path, Doctor B Bhattacharya Road, West Patel Nagar, Patliputra Colony, Patna",Opens at 11:45am,+919973626056,3.8,6,4.1,485
Meal On Time,"Rukanpura, Patna","North Indian, Biryani, Rolls",₹300 for two,https://www.zomato.com/patna/meal-on-time-rukanpura/info,Patna,"West Judges Colony, Danapur, Rukanpura, Patna",11am – 11pm,+919471453381,4.4,166,4.0,"2,325"
Chicago Pizza,"Kankarbagh, Patna","Pizza, Shake, Italian",₹500 for two,https://www.zomato.com/patna/chicago-pizza-2-kankarbagh/info,Patna,"Plot 385, Zeromile, Ward 55, Bhagwat Nagar, Kankarbagh, Patna","12midnight – 5am, 10am – 12midnight",+918002839990,-,2,3.9,132
Bihari Baithak,"Rukanpura, Patna","North Indian, Chinese, Mughlai, Biryani, Seafood, Fast Food, Desserts, Shake","₹1,300 for two",https://www.zomato.com/patna/bihari-baithak-rukanpura/info,Patna,"3rd Floor, RC Western Mall, Bailey Road, Rukanpura, Patna",Opens at 12noon,+919153915307,3.6,11,4.3,32
Gandhali - Hotel Gargee Grand,"Hotel Gargee Grand, Golambar, Patna","North Indian, Chinese, Continental, Italian, Seafood, Salad","₹2,000 for two",https://www.zomato.com/patna/gandhali-hotel-gargee-grand-golambar/info,Patna,"Plot 825, Exhibition Road, Patna, Golambar, Patna",7am – 10pm,"+919771497927,+919771471000",3.7,63,3.6,464
Cinema Cafe,"Rukanpura, Patna","North Indian, Mughlai, Biryani, Seafood, Chinese, Fast Food, Beverages, Desserts","₹1,100 for two",https://www.zomato.com/patna/cinema-cafe-rukanpura/info,Patna,"4th Floor, RC Western Mall, RPS More, Bailey Road, Rukanpura, Patna",11am – 11pm,"+919163034255,+916290257589",3.3,28,3.6,215
VRIHI SKYDECK-MAGADHI,"Patliputra Colony, Patna","Chinese, North Indian, Sichuan","₹2,000 for two",https://www.zomato.com/patna/vrihi-skydeck-magadhi-patliputra-colony/info,Patna,"Mahesh Nagar, Off Boring Road 1, Near Rajdhani Apartment, Patliputra Colony, Patna",Opens at 12:15pm,+917903379690,3.9,8,3.4,364
Mehfil - Hotel Vista Palace,"Kidwaipuri, Patna","North Indian, Mughlai, Kebab, Biryani, Chinese, Salad, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/patna/mehfil-hotel-vista-palace-kidwaipuri/info,Patna,"Buddha Colony, Mahavir Lane, Opposite Hospito India, Kidwaipuri, Patna",11am – 10pm,+919939927153,3.8,17,3.4,100
The Royal Haveli Cafe & Restaurant,"Anisabad, Patna","North Indian, Chinese, Sandwich, Pizza, Momos, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/patna/the-royal-haveli-cafe-restaurant-anisabad/info,Patna,"Akash Market, Jail Road, Anisabad, Patna",11am – 10:45pm,+918383828092,3.6,5,3.4,31
Chai Sutta Bar,"Kankarbagh, Patna","Tea, Shake, Burger, Sandwich, Pizza, Fast Food, Street Food",₹400 for two,https://www.zomato.com/patna/chai-sutta-bar-1-kankarbagh/info,Patna,"N 6, Ground Floor, Professor Colony, Kankarbagh, Patna",7:30am – 9:45pm,+917091941255,3.1,6,4.1,916
