Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
The Hide Out Cafe,"Mahaveer Nagar, Raipur","Shake, Beverages",₹250 for two,https://www.zomato.com/raipur/the-hide-out-cafe-mahaveer-nagar/info,Raipur,"B-4, Galaxy Apartment, Near Maruti Residency, Mahaveer Nagar, Raipur",11am – 2am,+917471150400,3.6,20,4.0,474
Sukhsagar,"Moudhapara, Raipur","North Indian, Chinese",₹700 for two,https://www.zomato.com/raipur/sukhsagar-moudhapara/info,Raipur,"G.East Road, Near Phool Chowk, Moudhapara, Raipur",8am – 11pm,"+917714001832,+917712235413",4.1,295,3.9,"7,618"
Nukkad - The Chaitastic Teafe,"Civil Lines, Raipur","Coffee, Tea, Beverages, Street Food, Chinese, North Indian, Fast Food, Desserts",₹500 for two,https://www.zomato.com/raipur/nukkad-the-chaitastic-teafe-civil-lines/info,Raipur,"B-40, New Rajendra Nagar, Dharsiwa, Civil Lines, Raipur",11am – 10:30pm,+917828581841,4.4,33,4.1,"1,492"
Hotel Minerwa,"Mahaveer Nagar, Raipur","South Indian, Fast Food, North Indian, Chinese",₹300 for two,https://www.zomato.com/raipur/hotel-minerwa-mahaveer-nagar/info,Raipur,"Chandra Sphinx, Canal Road, Ring Road 1,Mahaveer Nagar, Raipur",8:30am – 9:30pm,"+917247616900,+919893647764",4.1,282,-,0
Chung Fah Chinese Restaurant,"Civil Lines, Raipur","Chinese, Sichuan, Seafood",₹350 for two,https://www.zomato.com/raipur/chung-fah-chinese-restaurant-civil-lines/info,Raipur,"Near Railway Crossing, GE Road Telibandha, Civil Lines, Raipur",11am – 12midnight,"+919893811220,+917714032693",4.4,75,3.7,"5,469"
The Living Room Cafe,"Purena, Raipur","Cafe, Coffee, Continental, Momos, Chinese, North Indian, Italian, Desserts",₹600 for two,https://www.zomato.com/raipur/the-living-room-cafe-purena/info,Raipur,"VIP Road, Purena, Raipur",12noon – 12midnight,+919285555002,3.8,105,3.8,"1,484"
Aksh Cafe,"Lakhe Nagar, Raipur","Pizza, Pasta, Burger, Fast Food, Street Food, Chinese, Tea, Beverages",₹450 for two,https://www.zomato.com/raipur/aksh-cafe-lakhe-nagar/info,Raipur,"Sundar Nagar Mahadev Ghat Road, Lakhe Nagar, Raipur",8:15am – 11pm,+918318081873,3.4,5,4.1,128
Salt - The Piccadily,"Amanaka, Raipur","South Indian, Biryani, Chinese, Fast Food, Italian, North Indian, Desserts","₹1,000 for two",https://www.zomato.com/raipur/salt-the-piccadily-amanaka/info,Raipur,"GE Road, Mohaba Bazar, District Raipur, Dharsiwa, Near RK Mall, Amanaka, Raipur",11am – 11pm,+917714204000,3.2,18,3.3,35
The Shed,"Govind Nagar, Raipur","Chinese, Fast Food, Beverages",₹250 for two,https://www.zomato.com/raipur/the-shed-govind-nagar/info,Raipur,"A 18, Ravi Nagar, Near Canal Road Oxyzone Gate, Govind Nagar, Raipur","8am – 4pm, 8pm – 4am",+917225906969,3.5,7,4.3,36
The South Indian Wala,"Civil Lines, Raipur","South Indian, North Indian, Street Food",₹100 for two,https://www.zomato.com/raipur/the-south-indian-wala-civil-lines/info,Raipur,"Near Maruti Bread Factory, Telibandha, Civil Lines, Raipur",8am – 8pm,+916263645677,3.0,24,3.8,"1,947"
Ariena Boutique Hotel,"Purena, Raipur","North Indian, Chinese, Sandwich, Sichuan",₹800 for two,https://www.zomato.com/raipur/ariena-boutique-hotel-purena/info,Raipur,"608/3, Opposite Oswal Petrol Pump, Purena, Raipur",12noon – 10pm,+919109992966,3.9,13,4.0,712
Mario's Cafe,"Civil Lines, Raipur","Sandwich, Pizza, Fast Food, Chinese, South Indian, Street Food, Shake, Beverages",₹300 for two,https://www.zomato.com/raipur/marios-cafe-civil-lines/info,Raipur,"Kabir Chowk, Civil Lines, Raipur",12noon – 11pm,+917400741741,3.9,258,4.0,15.4K
Urban Biryani,"Tatibandh, Raipur","North Indian, Biryani, Chinese, Fast Food, Beverages, Seafood, Street Food, Sichuan",₹900 for two,https://www.zomato.com/raipur/urban-biryani-tatibandh/info,Raipur,"Mahoba Bazar, Heerapur Road, Tatibandh, Raipur",11am – 11:45pm,+918959190224,4.0,24,3.9,"4,612"
Monginis Cakes,"Lakhe Nagar, Raipur","Desserts, Fast Food",₹300 for two,https://www.zomato.com/raipur/monginis-cakes-lakhe-nagar/info,Raipur,"Lily Chowk, Purani Basti, Lakhe Nagar, Raipur",10am – 11pm,+918982390994,3.5,5,3.7,40
Veggiies,"Shankar Nagar, Raipur","Pizza, Chinese, Sandwich, Burger, Street Food, Fast Food, Ice Cream, Beverages",₹450 for two,https://www.zomato.com/raipur/veggiies-shankar-nagar/info,Raipur,"Maruti Solitaire Kachna Road Khamardih Shankar Nagar, Dharsiwa, Shankar Nagar, Raipur",12noon – 11pm,"+917714265101,+916265126912",4.2,226,4.1,"4,431"
Half N Half House,"Civil Lines, Raipur","Chinese, South Indian, Sandwich, Pizza, Street Food, Beverages",₹400 for two,https://www.zomato.com/raipur/half-n-half-house-civil-lines/info,Raipur,"Jal Vihar Colony, Madhu Kunj, Opposite Lions Club, Civil Lines, Raipur",4pm – 11pm,+919229833333,3.8,48,4.4,252
Zoca Cafe,"Devendra Nagar, Raipur","Pizza, Pasta, Sandwich, Burger, Fast Food, Shake, Desserts, Beverages",₹500 for two,https://www.zomato.com/raipur/zoca-cafe-2-devendra-nagar/info,Raipur,"Shop 2, Opposite City Center Mall, Devendra Nagar, Raipur",11am – 11pm,+918821901234,3.6,12,3.8,141
Mithya,"Purena, Raipur","North Indian, Chinese, Fast Food, Biryani, Mughlai, Desserts, Beverages",₹800 for two,https://www.zomato.com/raipur/mithya-purena/info,Raipur,"Near Ajooba Park, VIP Road, Purena, Raipur",12:30pm – 12midnight,+917389282592,3.4,12,3.9,172
Starbucks Coffee,"Shankar Nagar, Raipur","Cafe, Beverages, Desserts",₹800 for two,https://www.zomato.com/raipur/starbucks-coffee-shankar-nagar/info,Raipur,"Unit 8, 9, 10, Currency Tower Main Road GE/VIP Road Corner, Shankar Nagar, Raipur",8am – 11pm,+918655837647,3.4,9,4.3,"1,052"
Sip & Bite,"Civil Lines, Raipur","Chinese, Fast Food, Sandwich, Sichuan",₹250 for two,https://www.zomato.com/raipur/sip-bite-civil-lines/info,Raipur,"Sheetal Complex, Opposite Marine Drive, Telibandha, Civil Lines, Raipur",12noon – 11pm,+918878530303,4.1,224,3.7,13.1K
Cooker Biryani,"Moudhapara, Raipur",Biryani,₹300 for two,https://www.zomato.com/raipur/cooker-biryani-moudhapara/info,Raipur,"Baijnath Para, Moudhapara, Raipur",11am – 11pm,+918319152150,3.3,8,-,1
Hotel Habib Bhai,"Civil Lines, Raipur",Biryani,₹400 for two,https://www.zomato.com/raipur/hotel-habib-bhai-civil-lines/info,Raipur,"Shop 1, Subhash Stadium, Near Press Club, Civil Lines, Raipur","12midnight – 1:30am, 1:30pm – 12midnight",+919303010004,3.8,59,4.0,972
Chai Sutta,"Civil Lines, Raipur","Fast Food, Beverages, Tea, Sandwich, Shake",₹300 for two,https://www.zomato.com/raipur/chai-sutta-civil-lines/info,Raipur,"Gaurav Path, Near Kotak Mahindra Bank, Civil Lines, Raipur",1pm – 10pm,+917898008000,3.3,24,3.8,212
Pizza King,"Purena, Raipur","Pizza, Burger, Sandwich, Shake",₹400 for two,https://www.zomato.com/raipur/pizza-king-purena/info,Raipur,"City 36 Mall, Ground Floor, G.E Road, Near Dmart, Purena, Raipur",11am – 11pm,+918770059838,4.0,57,4.2,398
Bambooza,"Civil Lines, Raipur","North Indian, Chinese",₹300 for two,https://www.zomato.com/raipur/bambooza-1-civil-lines/info,Raipur,"Ocm Chowk, Nal Ghar Chowk, Civil Lines, Raipur",11am – 11pm,+917697820000,3.7,47,-,0
Indian Chilly Square,"Shankar Nagar, Raipur","Biryani, North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Beverages",₹800 for two,https://www.zomato.com/raipur/indian-chilly-square-shankar-nagar/info,Raipur,"3rd Floor, Main Road, Shankar Nagar, Raipur",11am – 12midnight,+918871825333,3.9,293,3.6,12.7K
Daily Dose Bakehouse By Lagom,"Shankar Nagar, Raipur","Pizza, Sandwich, Pasta, Fast Food, Chinese, Shake, Beverages","₹1,200 for two",https://www.zomato.com/raipur/daily-dose-bakehouse-by-lagom-shankar-nagar/info,Raipur,"Shop A-1, A-2, Ground Floor, Vinit Estate Parisar, Shankar Nagar, Main Road, Raipur Shankar Nagar, Raipur",12noon – 10:30pm,+919009555099,New,0,New,3
EDL - Eat Drink Love,"Mowa, Raipur","Continental, North Indian, Pizza, Chinese","₹1,200 for two",https://www.zomato.com/raipur/edl-eat-drink-love-mowa/info,Raipur,"2nd Floor, Ambuja Mall, Near Saddu Nala, Main Vidhan Sabha Road, Mowa, Raipur",2pm – 11pm,"+919105476000,+919105376000",3.6,83,3.9,104
