Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Galini Cafe,"GT Road, Amritsar","North Indian, Chinese, Momos, Pizza, Pasta, Sandwich, Burger, Fast Food","₹1,000 for two",https://www.zomato.com/amritsar/galini-cafe-gt-road/info,Amritsar,"Manawala, Near Countryside Factory, GT Road, Amritsar",11am – 11pm,+918837825736,-,1,-,0
The Beer Story,"Ranjit Avenue, Amritsar","Fast Food, Salad, Italian, Chinese, Mughlai, North Indian, Beverages","₹1,000 for two",https://www.zomato.com/amritsar/the-beer-story-ranjit-avenue/info,Amritsar,"SCO-58, B-Block, Ranjit Avenue, Amritsar",11:30am – 11:30pm,+919517117575,4.3,29,4.1,68
Pizza Italia,"Ranjit Avenue, Amritsar","Pizza, Italian",₹500 for two,https://www.zomato.com/amritsar/pizza-italia-1-ranjit-avenue/info,Amritsar,"C- Block Market, Ranjit Avenue, Amritsar",11am – 11pm,"+911832502007,+911835052010,+918146999255",4.1,290,-,0
Coffee 'N' Tea Bar,"Town Hall, Amritsar","Beverages, Coffee, Shake, Pizza, Fast Food, Street Food",₹300 for two,https://www.zomato.com/amritsar/coffee-n-tea-bar-town-hall/info,Amritsar,"Chowk Katra, Ahluwalia, Near Golden Temple, Town Hall, Amritsar",9am – 11:45pm,+919878358396,-,2,4.1,86
McDonald's,"Town Hall, Amritsar","Burger, Fast Food, Cafe, Beverages",₹350 for two,https://www.zomato.com/amritsar/mcdonalds-town-hall/info,Amritsar,"Plot 1615, 1616/1768, Gali Kashmirian, Near Jallianwala Bagh, Town Hall, Amritsar","12:15am – 3:45am, 8am – 11:45pm",+919779734562,4.2,213,4.1,10.7K
The Earth,"Hathi Gate, Amritsar","North Indian, Chinese, Pizza, Sushi","₹1,000 for two",https://www.zomato.com/amritsar/the-earth-hathi-gate/info,Amritsar,"Urban Haat, Crystal Chowk, Hathi Gate, Amritsar",10am – 10pm,+917743001627,-,3,-,0
The Chicken Culture,"Ranjit Avenue, Amritsar","North Indian, Italian, American, Tex-Mex","₹1,500 for two",https://www.zomato.com/amritsar/the-chicken-culture-ranjit-avenue/info,Amritsar,"SCO 22, Anand Hospitality Ventures, Ranjit Avenue, Amritsar","12midnight – 3am, 12noon – 12midnight",+911835092158,3.9,7,4.0,217
Sky Club,"Ranjit Avenue, Amritsar","North Indian, Chinese, Salad, Italian, Arabian, Japanese, Seafood, Fast Food","₹1,300 for two",https://www.zomato.com/amritsar/sky-club-ranjit-avenue/info,Amritsar,"SCO 59, 7th Floor, District Shopping Complex, B-Block, Ranjit Avenue, Amritsar",12:15pm – 11:45pm,+919872999887,-,2,3.3,11
EatAsia Food,"Ranjit Avenue, Amritsar","South Indian, North Indian, Chinese, Maharashtrian",₹700 for two,https://www.zomato.com/amritsar/eatasia-food-1-ranjit-avenue/info,Amritsar,"C Block Market, Ranjit Avenue, Amritsar",11am – 11:30pm,"+911832503030,+919817798477",4.3,483,4.3,16K
Grab & Go By Grain,"Ranjit Avenue, Amritsar","Italian, Cafe, Salad, Asian, Momos, Fast Food, Coffee, Beverages","₹2,000 for two",https://www.zomato.com/amritsar/grab-go-by-grain-ranjit-avenue/info,Amritsar,"SCO 2/97, Ground Floor, Kishore Spaces, Ranjit Avenue, Amritsar, Ranjit Avenue, Amritsar","12midnight – 4:30am, 10:30am – 12midnight",+918297130001,3.9,6,4.2,167
Spice & Grill,"Azad Nagar, Amritsar","North Indian, Chinese",₹200 for two,https://www.zomato.com/amritsar/spice-grill-1-azad-nagar/info,Amritsar,"13, Gali 3, Chheharta, Azad Nagar, Amritsar","12midnight – 2am, 8am – 11:45pm",+919888182398,-,3,3.8,55
majhail cafe,"Azad Nagar, Amritsar","South Indian, Maharashtrian, Fast Food, Chinese, Desserts, Shake, Beverages",₹250 for two,https://www.zomato.com/amritsar/majhail-cafe-1-azad-nagar/info,Amritsar,"Shop 1, Main Bazar, Gandhi Asharam, Chheharta, Azad Nagar, Amritsar",11am – 9:30pm,+919493591313,-,3,New,1
L’ Papillae,"Ranjit Avenue, Amritsar","Cafe, Coffee, Italian, Sandwich, Beverages",₹650 for two,https://www.zomato.com/amritsar/l-papillae-ranjit-avenue/info,Amritsar,"SCO 52-53, 3rd Floor, D-Block, Ranjit Avenue, Amritsar",12noon – 11pm,+919501911145,New,1,-,0
Swagath Restaurant And Bar,"Amritsar Cantonment, Amritsar","North Indian, Continental, Italian, Chinese, Tex-Mex","₹1,000 for two",https://www.zomato.com/amritsar/swagath-restaurant-and-bar-amritsar-cantonment/info,Amritsar,"SCO 54-55, D Block, Ranjit Avenue, Amritsar Cantonment, Amritsar",11am – 1am,+919915100789,-,2,3.9,164
Bikanervala,"Lawrence Road, Amritsar","Mithai, Street Food, North Indian",₹600 for two,https://www.zomato.com/amritsar/bikanervala-lawrence-road/info,Amritsar,"Plot 15, 16, Near Kochar And Chunmun, Lawrence Road, Amritsar",9am – 10:30pm,"+918287108321,+918287108322",4.0,110,4.2,"5,839"
Bubby Fish & Chicken Corner,"INA Colony, Amritsar","North Indian, Biryani, Mughlai, Beverages, Fast Food, Chinese, Salad",₹500 for two,https://www.zomato.com/amritsar/bubby-fish-chicken-corner-ina-colony/info,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",1pm – 11pm,+919814457733,3.7,448,3.5,"5,865"
7th Heaven,"Lawrence Road, Amritsar","Bakery, Desserts, Sandwich, Pizza, Fast Food, Coffee, Shake, Beverages",₹300 for two,https://www.zomato.com/amritsar/7th-heaven-lawrence-road/info,Amritsar,"Shop 145, Ground Floor, Lawrence Road, Amritsar",9am – 10:30pm,+919779433340,3.8,74,3.6,"1,593"
Surjit Food Plaza,"Shastri Nagar, Amritsar","North Indian, Mughlai, Seafood, Chinese","₹1,000 for two",https://www.zomato.com/amritsar/surjit-food-plaza-shastri-nagar/info,Amritsar,"3-A, Dosanda Singh Road, Shastri Nagar, Amritsar",11am – 11pm,+919803755555,4.0,275,4.3,"1,105"
The Beer Cafe,"Ranjit Avenue, Amritsar","North Indian, Italian, Finger Food","₹1,200 for two",https://www.zomato.com/amritsar/the-beer-cafe-ranjit-avenue/info,Amritsar,"Ground Floor, SCO 115, B Block, District Shopping Complex, Ranjit Avenue, Amritsar",11am – 11pm,+918929188555,4.8,296,-,0
