Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Sector 144,"Electronic City, Bangalore","North Indian, Chinese, Kebab, Mughlai, Italian, Fast Food, Desserts, Bar Food","₹1,100 for two",https://www.zomato.com/bangalore/sector-144-electronic-city-bangalore/info,Bangalore,"4/152/4, Rebus Realm 2, Neeladri Nagar Road, Electronic City, Bangalore",12noon – 12midnight,+919880944144,4.4,723,-,0
Sstella Asian Kitchen And Bar,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore","Asian, Chinese, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/sstella-asian-kitchen-and-bar-bannerghatta-road-bangalore/info,Bangalore,"3rd And 4th Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",12noon – 11:30pm,"+919035484680,+919035484681",4.5,597,4.0,37
Asia Alive - DoubleTree Suites By Hilton,"DoubleTree Suites By Hilton, Sarjapur, Bangalore","North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore/info,Bangalore,"Survey 46/2(P), 47/2, 48/1, 48/2, Near Iblur Gate Dr. Puneeth Rajkumar Road, Sarjapur Road, Bangalore",6:30am – 11:30pm,"+918050887487,+919606082301,+917760911177",4.2,681,4.3,148
Spice Terrace - JW Marriott,"JW Marriott Bengaluru, Lavelle Road, Bangalore","North Indian, Mughlai, Desserts","₹3,500 for two",https://www.zomato.com/bangalore/spice-terrace-jw-marriott-lavelle-road/info,Bangalore,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",6:30pm – 11pm,"+918884675454,+918067188555,+918067189999",4.2,"1,110",-,0
Hungry Hippie,"Koramangala 5th Block, Bangalore","North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block/info,Bangalore,"104, Vijay Building, 5th Main, Koramangala 5th Block, Bangalore",11am – 1am,+919606790333,4.2,"3,446",4.1,92
1522 - The Pub,"JP Nagar, Bangalore","Chinese, North Indian, Mughlai, Finger Food, Seafood","₹1,800 for two",https://www.zomato.com/bangalore/1522-the-pub-jp-nagar-bangalore/info,Bangalore,"613, 15th Cross, 6th Phase, 100 Feet Road, Opposite Sindhoor Convention Center, JP Nagar, Bangalore","12midnight – 12:30am, 11:30am – 12midnight","+916364001522,+919611505700",4.3,"1,753",4.0,"1,511"
Salt Indian Restaurant Bar & Grill,"Kalyan Nagar, Bangalore","North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-kalyan-nagar-bangalore/info,Bangalore,"7 M-428, 1st Block, Sarvagna Nagar, HRBR Layout, 7th Main Road, Near Kalyan Nagar, Bangalore",11am – 11pm,+917337830206,4.3,117,3.8,19
Spettacolare,"Indiranagar, Bangalore","Italian, Pizza, Pasta","₹1,000 for two",https://www.zomato.com/bangalore/spettacolare-indiranagar-bangalore/info,Bangalore,"208, Stage 2, Hoysala Nagar, Paramahansa Yogananda Road, Indiranagar, Bangalore",12noon – 11pm,+919353350092,4.0,121,-,0
Mirage,"1 Sobha, Bangalore","Asian, Chinese, Thai, Beverages, Desserts","₹3,000 for two",https://www.zomato.com/bangalore/mirage-st-marks-road-bangalore/info,Bangalore,"1, 6th Floor, 1 Sobha Mall, Shanthala Nagar, Near Ashok Nagar, St. Marks Road, Bangalore",5pm – 1am,"+919538941981,+916294623508",4.2,938,-,0
Kathpal's,"Vega City, Bannerghatta Road, Bangalore","North Indian, Chinese, Biryani, Street Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/kathpals-bannerghatta-road-bangalore/info,Bangalore,"172/1, Forth Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",11:30am – 11:30pm,"+917411784707,+917411769707,+917411759192",4.2,"1,536",4.2,871
